tool,rule_id,severity,file,line,column,message
ruff,PLW2901,medium,src/requests/utils.py,528,9,`for` loop variable `param` overwritten by assignment target
ruff,RET503,medium,src/requests/utils.py,559,5,Missing explicit `return` at the end of function able to return non-`None` value
ruff,E501,medium,src/requests/utils.py,560,89,Line too long (106 > 88)
ruff,PLR2004,medium,src/requests/utils.py,645,22,"Magic value used in comparison, consider replacing `2` with a constant variable"
ruff,EM102,medium,src/requests/utils.py,649,34,"Exception must not use an f-string literal, assign to variable first"
ruff,TRY003,medium,src/requests/utils.py,649,23,Avoid specifying long messages outside the exception class
ruff,PLR2004,medium,src/requests/utils.py,731,31,"Magic value used in comparison, consider replacing `32` with a constant variable"
ruff,PLR0912,medium,src/requests/utils.py,765,5,Too many branches (14 > 12)
ruff,E501,medium,src/requests/utils.py,799,89,Line too long (96 > 88)
ruff,SIM103,medium,src/requests/utils.py,820,5,Return the condition `bool(bypass)` directly
ruff,RET505,medium,src/requests/utils.py,834,5,Unnecessary `else` after `return` statement
ruff,FBT002,medium,src/requests/utils.py,864,39,Boolean default positional argument in function definition
ruff,E501,medium,src/requests/utils.py,917,89,Line too long (118 > 88)
ruff,PLR0911,medium,src/requests/utils.py,957,5,Too many return statements (9 > 6)
ruff,PLR2004,medium,src/requests/utils.py,974,21,"Magic value used in comparison, consider replacing `2` with a constant variable"
ruff,PLR2004,medium,src/requests/utils.py,980,21,"Magic value used in comparison, consider replacing `3` with a constant variable"
ruff,TRY003,medium,src/requests/utils.py,1051,15,Avoid specifying long messages outside the exception class
ruff,EM102,medium,src/requests/utils.py,1052,13,"Exception must not use an f-string literal, assign to variable first"
ruff,TRY003,medium,src/requests/utils.py,1058,15,Avoid specifying long messages outside the exception class
ruff,EM102,medium,src/requests/utils.py,1059,13,"Exception must not use an f-string literal, assign to variable first"
ruff,TRY003,medium,src/requests/utils.py,1092,19,Avoid specifying long messages outside the exception class
ruff,EM101,medium,src/requests/utils.py,1093,17,"Exception must not use a string literal, assign to variable first"
ruff,EM101,medium,src/requests/utils.py,1096,37,"Exception must not use a string literal, assign to variable first"
ruff,TRY003,medium,src/requests/utils.py,1096,15,Avoid specifying long messages outside the exception class
