tool,rule_id,severity,file,line,column,message
pylint,raise-missing-from,medium,target/requests/src/requests/utils.py,649,16,"Consider explicitly re-raising using 'except ValueError as exc' and 'raise InvalidURL(f""Invalid percent-escape sequence: '{h}'"") from exc'"
pylint,too-many-branches,low,target/requests/src/requests/utils.py,765,,Too many branches (14/12)
pylint,no-else-return,low,target/requests/src/requests/utils.py,832,4,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it"
pylint,line-too-long,low,target/requests/src/requests/utils.py,917,,Line too long (118/100)
pylint,invalid-name,low,target/requests/src/requests/utils.py,952,,"Constant name ""_null"" doesn't conform to UPPER_CASE naming style"
pylint,invalid-name,low,target/requests/src/requests/utils.py,953,,"Constant name ""_null2"" doesn't conform to UPPER_CASE naming style"
pylint,invalid-name,low,target/requests/src/requests/utils.py,954,,"Constant name ""_null3"" doesn't conform to UPPER_CASE naming style"
pylint,too-many-return-statements,low,target/requests/src/requests/utils.py,957,,Too many return statements (9/6)
pylint,unused-variable,medium,target/requests/src/requests/utils.py,996,18,Unused variable 'host'
pylint,unused-variable,medium,target/requests/src/requests/utils.py,996,24,Unused variable 'port'
pylint,unused-variable,medium,target/requests/src/requests/utils.py,1070,41,Unused variable 'fragment'
pylint,protected-access,medium,target/requests/src/requests/utils.py,1087,8,Access to a protected member _body_position of a client class
pylint,protected-access,medium,target/requests/src/requests/utils.py,1090,22,Access to a protected member _body_position of a client class
pylint,raise-missing-from,medium,target/requests/src/requests/utils.py,1092,12,Consider explicitly re-raising using 'except OSError as exc' and 'raise UnrewindableBodyError('An error occurred when rewinding request body for redirect.') from exc'
